Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
00:00,44.948125937031485,80.0728597449909,37.181618569636136,29.557475083056477,69.3620142743854,45.92629179331307,71.19419642857143,64.81526104417671,57.70580173595249,64.07656326932546,64.84566454636759,45.94006495423679,48.63932248422451,46.273511904761904,47.311954148471614,37.18252873563218,80.75831117021276,102.17333333333333,82.69153318077804,68.32616279069768,100.26837060702876,46.471621069824415,113.27213622291022,78.24558104550583,49.03995253164557,85.93178717598909,86.73119644557283,61.55111821086262,63.79418057338468,38.50465022240194,76.0866471326915,35.21030494216614,36.4699626329405,23.918931368033164,47.543964232488825,21.802968960863698,22.86100950987564,53.968586387434556,39.59545115585384,94.6886586695747,23.59518796992481,44.14497716894977,39.522754593851964,81.80944431194848,35.529126213592235,33.57775453277545,47.65319775220765,31.275119121607624,59.72612958226769,65.08986552968186,78.73741640267511,77.31937377690802,50.293222683264176,51.68493879723257,47.29507735583685,52.470979175897206,58.928666371289324,32.60014331780724,33.84402744148507,64.27286043105252,30.52567760342368
00:20,47.14259485924113,78.11016548463357,35.101944792973654,29.87637969094923,67.44866160607272,47.23370186808997,69.48412401942473,60.8627611634576,58.539300318037256,63.306584362139915,76.4964317573595,45.58642878034513,47.025982678214525,46.172697852309504,50.37066375307293,36.43791312559018,81.67374709591769,101.57372427403439,81.91800274851123,67.48583358186698,99.10284035259549,45.69436786136274,116.98803418803419,81.68109161793372,54.77790742901595,84.03349709691827,81.87285668068586,60.28822954026736,64.11655112651647,38.66680194805195,73.49810046433095,34.671144545943044,37.18062678062678,22.947655894401457,46.01418998817501,20.72159285959492,22.096796182685754,56.376089663760894,38.0503517215846,94.17214484679666,21.59211704986563,42.88261851015801,39.98632946001367,80.384229390681,34.15021459227468,32.504943244232884,44.276363636363634,31.980887792848335,58.73827534039334,64.35255135851557,81.76379613356767,74.76664025356577,52.22160407974038,51.15854949708841,47.337752161383285,52.16256157635468,58.54896675651393,31.644563279857397,29.247021081576534,61.390303524139334,29.874346739377415
00:40,44.73795093795094,82.33250865907966,36.177263969171484,30.10094517958412,69.40390749601276,47.51786385859346,71.49486887115165,63.209131675499385,59.42064220183486,64.14889284805294,76.1673951048951,46.75867136978248,47.566857527787135,47.14265046296296,51.933190233431716,38.303609341825904,82.63609172482552,102.7865416436845,86.12530120481928,70.2020599818237,102.48588838999359,45.415956622773045,116.88511373452347,83.32166472189809,53.16554721453971,82.09909130246646,88.28557473135787,62.50743801652892,65.08650519031141,38.6176948051948,76.41771620486986,34.957343412526996,38.62841530054645,24.08101851851852,46.40108401084011,21.711551844119693,22.3397827562797,57.14463066418374,40.20998475609756,95.3450803495912,22.179440937781784,44.3376993166287,40.844368477869736,83.95832346672981,35.667199148029816,33.67537178092129,42.7439446366782,32.27894088669951,57.67812092214006,66.65599173553719,84.47771587743732,74.31052631578947,52.31925465838509,51.931938559322035,48.05643738977072,53.30057547587428,60.85326086956522,34.61726272352132,30.166666666666668,64.49969192852741,29.91877431906615
01:00,39.97646366578405,79.04622871046229,35.53780964797914,28.843031609195403,69.1823575949367,46.26315789473684,70.64114285714285,63.46346386758175,59.20984813621721,63.01702980215377,64.86476510067114,39.38380430198229,48.21341463414634,46.9867758186398,40.89005602240896,35.05922551252847,82.61561264822134,99.84290868720511,81.12897016361886,71.58198965622148,103.08124215809285,46.18695652173913,119.01668653158522,78.3148869836321,50.139759036144575,80.43653516295026,87.89826142949131,62.94715852442672,62.138811328280816,38.35453426343865,74.59015025041737,35.353340292275576,40.13977272727273,25.33424782807499,46.15579432079816,22.33264887063655,21.255449591280655,56.67567567567568,40.07832898172324,93.76292042657916,22.61497641509434,43.719977233921455,41.666428316052915,82.21232716194048,33.72242744063325,33.5036231884058,43.35016922676386,31.029770518916685,60.96954314720812,64.45947691314176,81.20394505107433,72.53284072249589,50.21940667490729,50.38543897216274,47.18876080691643,52.014838129496404,59.878104875804965,33.08168230795968,28.327566050970308,67.24942981546755,30.747064828994386
01:20,41.41530226700252,80.58257972394098,37.55736591989138,30.306618819776716,67.75996810207336,47.38337605272794,73.05994654448263,64.43278819305944,60.10285977859779,62.96888331242158,79.3776668179755,40.44507164567955,47.83028455284553,46.1233804475854,49.721545791424035,36.01171698963497,83.67735602094241,100.72108285479902,79.59555984555985,72.37863483318029,102.32686084142395,47.339735894357744,122.71605703657781,78.57386583947266,51.5863599677159,81.53800170794193,90.32173913043478,64.3418487394958,62.56849315068493,38.09661638809621,75.11406055578598,36.70606372045221,39.92077812235692,25.243813015582035,47.28245828245828,22.02557014512785,21.68178740690589,57.334290271132375,40.81892697466468,92.378045285182,22.895509245670677,44.91981931112366,42.00590234305133,82.3551245210728,36.761424017003186,33.0536410923277,44.0413179916318,32.076285240464344,61.264915405164736,65.56860841423948,80.38945518453427,71.55828220858896,50.76528079429103,48.522159548751006,48.0415353766829,52.036535859269286,59.43419833178869,35.26249144421629,29.35815356065878,66.51628865979382,30.495306859205776
01:40,41.21832061068702,78.2183031458532,36.9215563225604,30.45091053048298,66.82666132906326,46.7248076218395,72.87380861608845,64.12329863891112,59.32259549010585,62.215906257791076,64.63950368879946,44.9748978400467,47.909028960817714,45.9762184380505,48.79795534032822,34.19556451612903,83.85667963683528,99.48721511951084,79.8098788443616,72.34119402985074,103.78295819935691,49.062248995983936,124.27981072555205,78.45545699961434,52.52943532238687,81.50306211723534,89.41591784338895,63.17872770111074,61.506705783738475,38.34802121583027,73.26463210702342,36.13717277486911,39.366005665722376,24.646224256292907,50.031474820143885,21.285813630041723,23.280305546330123,56.00964010282777,41.55351107773188,91.78960964408725,23.44311377245509,44.93736263736264,41.16966352145273,80.65950253561941,35.3747311827957,33.34171974522293,45.49916294642857,31.32997532894737,61.41072219760744,65.23903077930584,78.45566070802664,71.00735294117646,50.62919594067135,50.40849585893668,48.15739972337483,48.93477374643294,59.86773455377574,33.748529920442756,27.37407495822392,65.44920440636474,30.22046855733662
02:00,43.66841339155749,76.2292490118577,36.76307237813885,27.31435732187612,62.3125,48.47182320441989,69.35609204073934,60.11178126256534,54.5845521023766,57.72170044488384,74.80127912288717,44.83157293748216,44.52653200958576,43.188706015891036,53.900815217391305,36.52997978890635,77.84560026169447,95.2089805139791,81.44625407166124,59.322550831792974,96.04148970924534,44.71894409937888,122.71290322580646,78.70196078431373,48.93950177935943,74.4554054054054,81.89178743961352,58.526892430278885,68.57950116913484,37.1521477318346,67.4726753670473,33.04710144927536,36.16821117663578,22.859800362976408,44.23411534701857,19.47892190739461,25.257400257400256,59.07444005270092,38.11292200232829,90.35476593344613,22.126471476003623,37.95618081180812,38.14689165186501,71.12691672564284,33.77431289640592,30.947933615359585,42.046446558477896,35.14978337115742,54.39020674646355,67.9989939637827,76.87537891545975,65.15209434729564,54.28521013795316,47.453931369900026,45.03113501273705,48.37114337568058,55.2020202020202,34.29432132963989,29.848979591836734,65.92689023120184,23.145693430656934
02:20,41.78435455086258,71.62519201228879,34.01843457237836,24.355599214145382,55.8550185873606,44.20007222824124,65.19306184012066,53.325883787078425,48.690409683426445,53.81625183016106,67.61017740429506,40.97864974033468,41.31277533039648,45.77782147070389,50.48839137645108,34.02738201246661,70.65160870978225,88.51136978884678,80.58658704639411,53.82128697773712,87.15289525048796,40.02795275590551,112.60708829819737,71.86874790198053,46.96547756041427,68.86388634280476,75.13204508856683,53.31578947368421,64.83982869379015,35.33055885850178,60.5634328358209,28.29840848806366,31.539920724801814,20.587647593097184,43.43951985226224,19.717957389245857,19.14171656686627,53.84532019704434,34.83594361785435,81.96470261256253,20.285110238598612,36.87781531531532,35.883654532476804,63.17155702792238,29.409565695437053,26.256939742721734,36.39942378208486,32.35990139687757,50.09659834278238,62.55253042921204,70.50261233019853,65.97007384376215,45.56323099415204,43.622837370242216,41.02500687001923,43.33674418604651,48.171802054154995,32.702195467422094,27.127095990279464,58.727815523986,26.028175740210123
02:40,38.27575938058368,69.0327868852459,33.44304187192118,23.71225635943178,55.65909090909091,41.52427536231884,65.05126272144742,48.156532456861136,47.7839592025962,53.209580838323355,54.483327603987625,39.10046056419113,41.538747884940776,45.823483970645036,48.33667502088555,32.431128574547046,66.26084142394822,84.66245632894383,78.35267245317496,52.05613178767541,86.2382297551789,37.67958860759494,103.74007997539219,67.71759432200224,44.367472190257,65.5574293527803,71.25858123569795,51.09987195902689,60.36457883369331,34.90292819895708,54.60773930753564,28.684569479965898,30.610646599777034,20.59049773755656,43.61284796573876,20.032959565069657,18.850601604278076,51.40969782150386,34.7104746959592,78.04301377565363,21.738771769019248,31.798544793087768,35.373396591108765,59.17155493482309,28.262844780962684,23.68954140547674,37.159084323384526,29.688327561621513,49.42334856668052,59.8324184694866,67.80161233788994,60.82929734021437,42.25137614678899,42.21973720995248,36.40724357202101,38.49914383561644,46.302357836338416,30.726846846846847,23.66132215096201,57.724495265320705,26.80665687714146
03:00,39.85092389602255,69.6535639412998,33.20660901791229,23.9626075446724,53.49856616140926,40.842067220816766,64.3499429440852,47.33498145859085,48.27155371138774,52.69137596899225,54.444290657439446,39.21762538962879,40.9471007121058,46.20536756126021,49.139593201448875,30.453804347826086,64.99967490247074,85.02141680395387,77.50730593607305,53.08206875193559,86.70280373831775,37.72157957718389,109.7741617357002,68.71143514965465,42.044926413632844,64.81587301587301,72.0006518904824,48.47427946005108,61.75330208777162,34.126217532467535,52.06432989690722,28.609106529209622,30.35008282716731,20.30139451192083,43.9467749210645,19.12704918032787,18.37747234327858,50.16641127796506,34.6329558766107,79.86127830323875,21.930650154798762,33.06763555058692,35.895763754614165,60.093742730867646,28.215686274509803,22.25910652920962,38.26320321469575,30.34346318580461,48.75217303416212,60.41222879684418,67.54357717885894,60.18054443554844,42.777087520555455,41.22967595224559,35.808976157082746,42.091509433962266,46.846645367412144,30.167335034633613,23.920622766717713,53.16806195060695,27.157691378893986
