Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
00:00,612.8404452690166,802.2938066465257,1274.881145692377,1471.7875141030463,834.0454810495627,1088.273097826087,1066.1483669214733,698.2112557748845,1331.4899049881235,1013.867032967033,1394.8230025080616,1118.3320444659255,1463.670976616231,654.0449438202247,1415.7283805031448,809.1038808310467,1492.733307453416,1889.5580893682588,1900.6361727654469,895.6343673753921,1175.6180066691368,1454.3051584835302,1755.539198084979,1855.244201909959,1115.501243339254,1012.1242709735308,1679.1384379785604,1756.551576872536,1369.3416988416989,1942.4618768328446,1208.9161559205688,1031.2145187601957,1477.603285077951,1589.6045314109165,989.7750200160128,1012.16303346638,2000.98828125,1124.7579365079366,2105.75249500998,2198.923275121672,2264.2450049132003,1358.2191780821918,926.0928400137033,835.9191753926701,1523.788531923546,1008.9082857142857,1256.9406137903547,1532.99152016546,1463.9252336448599,865.9896561364271,1526.5173674588666,857.3815197841726,940.2784730913642,936.9434258774228,1199.6729475100942,2141.1156373193166,934.9943887775551,1131.4055092889173,563.0374344301383,872.5881834215168
00:20,635.5912961210975,821.8983113069016,1267.8965594782999,1492.6771942710245,851.8654785858005,1076.4705882352941,1059.4136253041363,723.0347280334728,1342.4937979917306,1023.7204184704185,1335.350250178699,1090.3904782237405,1457.0589537780238,662.2793650793651,1401.8389105058366,770.9408025427095,1504.3730709876543,1806.977478886456,1867.1911589008364,879.4614579700035,1177.0586706275528,1432.5003134796239,1720.7936081242533,1857.9233638521532,1141.576813655761,1011.9977728285078,1695.679807402949,1746.9718822361892,1344.8568690095847,1898.847881202463,1213.0738305941845,1020.4551174496644,1436.4639977759243,1533.6512118018968,972.8233082706766,965.8640456182472,2031.24543946932,1093.6996895286482,2085.6678304239404,2156.965080259082,2293.011569731082,1336.230240549828,921.7587248322147,853.6995994659546,1521.652862362972,1002.7434720229555,1282.5150976909413,1509.4481927710845,1449.448009506833,872.0035901684618,1497.6743845252051,874.9602133807513,929.775706940874,927.1876647337901,1216.6864574498163,2210.7013222711953,980.313296178344,1094.9033301002264,559.1522038567493,888.2160173160173
00:40,621.4058988764045,818.8378970427163,1224.554570996326,1503.6967122275582,775.0361892978658,1082.6940217391304,1053.9791013584118,894.3396226415094,1352.6154754873007,1007.8643318599115,1328.924474527966,1065.9232715008432,1489.4371657754011,681.9274092615769,1391.019623233909,791.3488095238096,1536.5324232081912,1857.7869158878505,1936.559735179055,883.5296978117402,1215.4918458117124,1484.7277258566978,1786.3484419263457,1859.390036053753,1115.6657101865137,1037.1347408829174,1699.2149014778324,1788.168279737746,1409.120718323911,2035.5436550017673,1256.6370736787294,1022.8105088953248,1517.7339346110484,1541.1019467213114,968.0504338394794,984.4945265462507,2044.4317302377003,1122.8043416972089,2089.9580838323354,2339.876294430451,2299.6826309067687,1360.3438228438229,950.5613097226862,872.0609444798979,1562.1290843081888,1044.5638428483733,1331.2734569080833,1518.96388650043,1499.5949125596185,839.6481227733626,1518.9986357435198,811.397406733394,921.6002482929857,851.4460784313726,1241.467539552646,2224.6347646145887,965.1062475129328,1133.1921844971173,538.8439783172283,875.5106753812636
01:00,596.9909214707218,822.7790449037776,1241.602944456837,1526.219138056976,734.0046641791045,1093.8276705626529,1035.7121682178558,695.9784761084804,1305.1385435168738,982.284005468216,1353.854700854701,1056.3971612212106,1564.3602674839788,724.0378835316218,1394.0249900833003,806.4870980547837,1492.6258911819887,1893.8929797191888,1881.375378405651,904.5292570677186,1249.133485020857,1500.5477588871715,1805.2509517766498,1850.5088235294118,1088.3878875270368,1033.2426273458445,1691.1306609547123,1794.8900540197012,1445.3144485417365,2032.3882562277581,1286.9352956102512,1006.4699792960663,1533.2719933184856,1532.677120822622,946.4378055404671,972.938791322314,1995.1121651785713,1130.2349125775522,2133.4599901816396,2339.5554298642533,2218.016724518776,1356.8636890951277,967.1561350718823,846.5848385331144,1567.5470257234726,1025.8248965297676,1301.8172539957636,1485.763985644923,1534.1144694533762,800.4335260115607,1603.8255014326649,758.9282991900906,917.5006218905472,900.9272237196766,1218.5792782941498,2235.617654740141,938.2547393364929,1122.7249919588292,533.9470602014524,866.3783898305085
01:20,593.8083140877599,825.5347172512527,1252.3413610251878,1515.6738738738738,705.4,1091.395652173913,1037.9979501195764,825.074804614812,1329.0642688679245,965.3904424778761,1332.844950697042,1036.4211240836275,1554.2356257046224,755.6848844472205,1454.1940063091483,786.9583333333334,1458.3023428783933,1929.483921323759,1960.6621496766245,881.1229452054795,1256.8443342235787,1518.485784919654,1804.7889198390592,1843.3416612589228,1053.3069886571534,1065.7634640241276,1689.2858910891089,1836.2336888331242,1460.9468119192566,2063.649332396346,1300.3239508700103,984.7670731707317,1497.9747899159663,1561.5346385542168,902.9772975929978,1028.274336283186,1989.8053652968038,1153.650124757416,2154.416707376649,2417.8528174936923,2195.5850699844477,1362.1772517321017,991.8709888670596,864.8211046990932,1590.4649193548387,1007.099842519685,1339.0230105465005,1513.1581315620313,1502.757174392936,777.9471499723298,1612.8848108413326,737.3875311720698,921.1004260499087,882.2180735930735,1185.1730715287517,2288.1131329113923,931.0668202764977,1109.7905623787976,539.8802717900656,860.806161745828
01:40,574.266606416629,865.009814612868,1304.6758637832463,1539.3248822890257,742.2775522947237,1072.327576754386,1052.9190311418686,806.4692192192192,1319.979091995221,1004.11391966759,1362.7119104173737,1056.6487681617182,1505.6924157303372,741.8788437884378,1468.5232738557022,769.0360576923077,1445.7191780821918,1901.3541601255888,1946.790546802595,902.2937795807978,1203.3527619047618,1458.0839247145943,1757.6634192331867,1910.0329231792484,1093.4692675745307,1050.1852177738672,1657.2334761321908,1799.424683544304,1452.9721059972105,2093.287159804606,1283.9485547600107,1028.83359375,1519.188484519283,1592.7388211382113,953.161005616475,979.26767821357,1973.3976176971073,1197.5045719035743,2079.079380928607,2261.1,2335.1506062539884,1381.5057937427578,966.4210352786021,846.5124364047484,1565.3742381145876,1041.155342542994,1264.2115602568947,1548.8942931258107,1482.4485436893203,843.4868788386376,1557.4746105020197,809.4654572564613,945.3981012658228,985.1163993792034,1221.091430209229,2206.7767094017095,945.1832684824902,1136.7694034637589,558.7745351847493,883.6918131161594
02:00,562.2844120328168,838.7627683197632,1250.5034546292031,1455.17472815898,796.014744913005,1029.2369070468878,1036.3419243986255,729.5698051948052,1292.0292537313433,958.3884842178287,1290.9312150837989,1081.944885177453,1449.4433781190019,735.1015578190534,1420.1890315052508,799.3733590733591,1341.746656476882,1849.953806944887,1931.774433757369,888.0793650793651,1110.6925663055658,1381.6214637146372,1728.1908661417324,1932.0391959798994,1091.5748148148148,1030.2228376651044,1562.1150864639237,1668.960088691796,1361.2101293103449,2053.233938547486,1236.179174240457,998.881329113924,1492.2266009852217,1555.368528959508,893.6400106269925,1016.0777531820697,1934.7673098751418,1153.1859045504993,2012.0762970498474,2127.9738372093025,2213.6872985170858,1289.3497966298664,941.0266045892917,846.2009440323668,1480.3592839300584,1055.9599892588615,1195.6480295088331,1464.3197396963124,1351.8756933115824,841.2972292191436,1430.5532710280374,816.3970549566131,919.7419986936643,911.9952953476215,1229.67950913242,2086.18589233625,865.5194499017682,1129.998064516129,558.5382830626451,848.5446865273454
02:20,529.3839643652561,760.750338478202,1146.9223818350324,1355.6346656705266,676.3456987527982,938.0331688596491,954.6954279821244,774.5760233918129,1250.8186129223473,933.9370872436566,1207.0996503496503,1068.113762600288,1320.847664184157,696.723803933079,1362.0075614366729,757.3506692160612,1254.515943142528,1793.3539486203615,1901.5606629143215,814.2996587030717,1114.8423175650898,1308.7212009803923,1631.7800127713922,1805.6981937602627,1046.2656192911948,970.3611966564013,1440.02416570771,1581.0869285254346,1323.7869272669016,1887.112700628053,1169.849061522419,922.7065258393059,1392.705455522709,1356.3002038735983,874.6604264170567,1080.8104,1764.6137142857142,1073.4070969544566,1892.324,1962.8061195310265,2061.9588424437297,1144.2469423412929,878.6413603572655,768.0528885272579,1393.2033551554828,981.0264211369096,1168.0548237117396,1412.0119205298013,1419.934964028777,835.2769402568398,1429.380612244898,805.5320280396422,809.3904225352113,866.8862928348909,1182.4482659787905,1996.0239185750636,828.2992366412213,995.2668205804749,508.3147850080478,809.1970705725699
02:40,561.2027027027027,752.2449091909741,1110.1791530944624,1299.6540600667408,663.6732834363814,931.3545554335894,906.0847632120796,711.6197854588796,1225.3708063566803,991.1264529764002,1190.6568894952252,1062.3386790462123,1294.09103307194,683.7361907636583,1291.0750670241287,727.9192452830189,1212.5015290519877,1729.3515228426395,1747.566133968038,776.4833512352309,1095.0457079152732,1315.319090070704,1594.7120485778205,1753.194209499024,1022.7810325887954,948.684252919855,1439.164927536232,1539.6409329829173,1341.1884353741495,1770.9286216596342,1114.5902403138793,959.4390988927072,1383.825862537354,1340.6066633515663,834.9886392977021,1069.5276205874427,1723.0706552706554,994.1398521887436,1835.659563924678,1986.268712360195,1992.6415517794164,1121.8474477958237,838.2973433242507,739.4644284572342,1351.615099009901,925.9309061918682,1152.9404600811908,1389.0820433436531,1312.9291408325953,828.9214484679666,1449.7838146983129,792.6623342175067,848.4950099800399,882.357435897436,1148.8403118683223,1914.6175382989964,798.9326923076923,989.5847066578774,504.2056074766355,780.2333629103815
03:00,560.1156121984525,719.2439493949395,1079.476825683925,1284.7056005895358,668.1532309660909,935.7406900328587,890.2694569353165,737.9046563192904,1225.48115942029,1000.968014059754,1196.7688858226975,1074.8429137760158,1279.2389592605273,697.9476600985222,1288.8727409638554,737.1734654975219,1202.0826605151865,1709.711737089202,1867.8394029850747,756.1059554256485,1075.3699845679012,1327.4942178940962,1555.0935433070865,1735.8680267771756,1022.7341542919232,943.2847136382366,1434.7816126152932,1545.8158330573037,1327.6833507125477,1700.315863524446,1044.3725951261222,961.1416163141994,1340.5952764358562,1340.0004995004995,766.8936286573694,1091.0742763517203,1695.1082325849165,992.7495012824166,1801.2398433675967,1895.0902896081773,1961.7010276172125,1067.626334519573,833.2941780821918,727.7295796986518,1355.3238289205703,881.904965296316,1074.8326180257511,1384.687940140845,1297.0225251926497,828.9673366834171,1452.520737327189,777.5762162162163,800.66493955095,846.0811921891059,1145.911577028259,1914.440438034188,776.9225406661503,999.6639371110383,503.70148911798395,775.442955920484
