Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
00:00,132.77948925820834,133.1392572944297,158.18969169216285,134.11990950226243,151.34248597578977,132.20540246555476,176.8357251908397,148.68321249302844,142.0002458814851,159.11486880466472,143.03731028667792,191.66666666666666,148.1184854286322,122.9829268292683,121.58621871786082,138.55245398773008,136.68865979381442,151.00879335613092,134.6682102969218,134.3996170678337,146.07240267790726,136.9460392834017,143.86014372581536,141.58937062937062,134.83251865191664,135.41214057507986,125.47894278245715,136.4681724845996,138.93969144460027,142.48336457357075,133.0311958405546,133.25247435666728,138.74918092464506,144.45773105562856,125.60319767441861,127.7192108409725,130.95702207609207,124.89846359385437,130.42950179094757
00:20,132.18304668304668,132.68930109307718,160.27465966085504,133.26218662952647,151.7301958491669,132.98661670235546,170.31595477386935,150.70939812875298,142.09987937273823,159.12958292919495,143.56828678249394,193.353843839326,146.61890568447944,123.50743444174101,121.20747467691233,137.52085235920853,135.7069306930693,151.19875030040856,135.3481152993348,134.35447244530602,146.41071863580999,137.3613914537256,144.642267473858,142.8149693934335,135.38701365627415,136.51963882618512,123.81007067137809,136.33135942327496,138.34959349593495,143.40422916154412,135.74983027834352,132.94353963083606,136.25358851674642,147.17123617123616,126.4892073281335,127.92466561762392,130.70021261516655,125.82624707063944,130.89863989637306
00:40,132.23909531502423,133.82655103402269,161.2388720577954,134.90249433106575,152.135223880597,132.56143838091796,176.47162790697675,150.5785472972973,141.26761583011583,161.05702011325914,142.75010883761428,190.35519783360914,145.90658758737555,123.3656,121.64466338259442,139.7182405413719,136.12921125644075,151.97895240373117,133.60440503432494,133.54599567099567,144.95516524150682,137.39671542211957,144.2383673469388,140.07028064284,133.81617837697692,135.69401978417267,125.5046511627907,136.03750321089134,138.85573255553064,144.14456700305092,133.29333333333332,135.12002152852529,138.70093457943926,143.16961414790995,125.3833548149512,127.97354497354497,131.14427860696517,125.23125624791736,130.38667992047715
01:00,132.96346469622333,136.34788833214031,165.13282817026968,135.77635542168676,151.29965753424656,132.57517482517483,178.09996826404316,150.43103208778996,141.73458776924983,162.49776915615908,142.53620264514683,190.22929171668667,143.75425990556354,121.2368359466417,122.21960132890365,141.51168511685117,137.06382113821138,151.3165780570324,133.8288831467126,132.88942307692307,147.24319018404907,137.3675103305785,144.5054229934924,141.8894795747062,133.4758190327613,135.44950767117015,126.53248993674525,138.26319875776397,143.37475345167653,144.45135719433102,132.0232230823364,136.66075268817204,139.14901129943502,144.59113082039912,125.0037397157816,128.04012409513962,131.79855275443512,126.00265780730896,131.30721716514955
01:20,134.16748768472905,135.56058446186742,162.4092449177154,134.5427944403804,152.96567299006324,133.9702067998598,177.7702576839491,151.8398660901102,143.03684077718898,162.01060343165605,141.60963160230804,192.93359433820208,147.40258926707037,122.97853844064113,123.27312775330397,140.49540159411404,138.17127958283194,150.31659493065519,134.30436021658593,133.93921731890092,146.26992103374013,137.54022415940224,145.29570184983677,144.14522471910112,135.73309241094475,135.9505893019039,124.2417033773862,136.5055160578573,141.14993619736282,145.426775147929,133.4640657084189,135.70334585793523,137.854218143311,144.14249363867685,125.62652157875323,127.78032128514056,132.16028037383177,125.88355704697986,131.53293032134903
01:40,133.54697031313543,134.60900140646976,160.36400284562484,134.93766137956473,152.1411402157165,134.11317479604236,176.99623706491062,152.09268292682927,143.23870021988762,161.8501058302867,142.28212475203878,193.62293108636774,148.5171624713959,122.07497517378351,123.2879893828799,138.9773075743637,140.34260378879483,152.71709567751336,135.1631925397696,134.21694157114902,148.19020807833536,135.47702670194852,145.41360394953372,144.2783768444949,135.85637204522098,137.49221473390656,124.5088287227781,135.0296044649357,139.3580141236893,144.10448859455482,132.99131039277026,134.51643444087173,136.7320794889993,144.09776153494747,126.23846295274866,127.60316494217894,132.15966000459454,125.37827715355806,131.0883370009431
02:00,132.81825624232502,133.6200070696359,156.02170028082716,134.29086972212198,150.58053691275168,132.8901974367856,172.81372854914196,151.97507230409033,143.07688528617047,157.86696445911826,141.03391323497027,191.6220912662436,148.2946134868421,122.13467843631778,123.73944591029024,138.4914004914005,136.81619937694705,151.03531376759724,135.4878525551522,134.00911854103344,146.27422124110865,136.1229912149132,144.2552418227565,143.83471784588943,136.38292433537833,136.37742917349567,124.75537872089596,134.44675581971273,139.60013717421126,143.6959941017449,133.31374570446735,134.07737669764117,135.83507382066978,144.39973844812553,126.81374885426214,127.31401061112203,131.77238805970148,125.38403041825094,130.76443867618428
02:20,133.5711323102447,134.5529905561385,155.9924577373212,134.73162824207492,151.73331328923632,133.28364389233954,164.68027658873888,150.704776283283,142.4199659946563,157.26795787890185,142.80958781362008,193.2087995161778,147.17591819699499,123.39658025372312,122.30974842767296,138.81196319018406,136.14340786430225,149.87225636523266,136.02482168330957,133.8260749724366,146.88916015625,136.71933560477,144.27408450704226,144.1087890065846,137.03202033036848,135.97623619779165,125.31970802919707,134.94271685761046,139.31919693210017,141.55152224824357,133.12853733378793,134.7214686200036,135.18641174462275,145.32937181663837,126.97451636904762,127.02619919090733,131.4727571629873,124.90112512785544,131.54309764309764
02:40,134.67333605553287,135.086578581363,155.98227399341604,134.12947853848883,149.75378558449424,133.69803921568626,169.05722506393863,149.29385474860337,142.22958931222166,157.2148728732556,140.8922905027933,193.11779066219103,146.76665970336327,123.25473273942093,123.10457697642164,138.67529266789896,133.6284450493365,149.02437933348244,135.35616438356163,133.82213656387665,146.92791706846674,137.68915725912314,143.86370076508925,144.86434331797236,135.92535787321063,135.414767331434,124.4657050338534,136.2089634313995,138.66640821864704,141.45987799155327,133.95133653187114,135.13945086705203,136.53083778966132,142.5203025477707,127.20391061452514,127.24739482825164,131.78798586572438,125.25214408233276,131.90878717006348
03:00,135.14117168429618,134.50457746478872,160.07442322004465,134.46067415730337,151.18653489808523,134.155659494855,166.39046348782927,149.3388176240937,143.2056029232643,158.12777456089557,140.35109013261408,191.37037603179456,146.74529091670155,122.30930537352556,122.5494291283765,137.90494989371393,133.56611295681063,148.51508379888267,134.141628440367,132.57635869565217,148.3972327044025,137.8373382624769,143.830321852061,144.58272964358156,135.82796755959694,136.55958549222797,124.61096529600466,135.7710843373494,138.81401401401402,139.5785123966942,132.60238095238094,134.57699874798783,136.98443029016278,144.38142548596113,126.76421248835042,126.64080574391703,131.65633136094675,125.22467709041469,131.88054145516074
03:20,133.01872201872203,134.07848011363637,161.10457996571148,134.0738656348927,150.51619937694704,133.9436432637571,166.15761589403974,148.15053613702827,142.4671656204732,157.69098376686875,140.34758871701547,191.80251071647274,146.6560327198364,122.56511318242343,122.86195379905372,139.57134071340712,135.15409482758622,149.1526404629853,132.74713541666668,132.36908690869086,147.64769336699564,137.44973958333333,143.49971751412428,143.8915040183697,135.2520429009193,135.50932666060055,125.1076520221123,136.31136496777972,138.84996542982253,141.49024218198917,135.6105886450714,135.09935553168637,135.8468717594193,144.0639431616341,126.4178158777488,127.01504652544051,131.25574780753732,124.91647408385606,131.97560975609755
03:40,131.52999178307314,133.7029876977153,157.47268645547518,132.96500981033356,150.4920966298837,134.65867707172055,170.0878661087866,148.34013130325465,142.3827636013481,156.1186839012926,139.65314810665473,195.53910657112365,147.85411522633746,124.25833103828147,124.48982398239824,138.5796256520405,136.46231155778895,149.32044609665428,134.3644547325103,133.23737517831668,146.72555785599263,137.48105395232122,143.6006289308176,144.6364421416235,134.9381789963787,136.35088526097954,124.49007407407407,136.36363636363637,137.47226232212827,143.22472989195677,135.6609412572999,134.76077239406402,135.58350877192981,144.15586145648314,126.90494153149754,127.36360023842639,131.7925113284045,125.52648897663705,132.70093457943926
04:00,131.25748257482576,133.46344011142062,157.62833624345222,133.66786873422285,148.27748031496063,133.6662927650028,170.8824269097768,148.1913357400722,142.2738507167573,155.44334689134223,140.9818922589407,195.1135632183908,149.34822378217402,122.81967670011149,123.65809839690436,138.61562306261624,135.19847328244273,150.10178436793163,135.3444264069264,133.1214848143982,146.009608785175,137.65394467213116,143.97656691134952,144.60760563380282,134.9992254066615,137.04150334332488,124.0226204465335,136.31053268765135,135.69482288828337,143.9267028627838,133.42723492723493,133.84979162891827,137.49384558000747,144.90264730999147,126.70448045757864,126.99125769918538,130.678579938051,125.2973328943036,132.50217028380635
04:20,130.1324611610793,132.4639498432602,160.3432098765432,132.43766846361186,148.28323699421966,133.61207227989235,169.9127559055118,149.66459455725928,142.37653874004346,155.62575846545312,141.38701184730144,197.02429528110886,150.2091388400703,124.17555040556199,123.1820476858345,138.89494762784966,133.81940347427073,151.45878772508243,135.52851605758582,133.46147473073736,147.4687354176388,138.01960285132384,144.32611111111112,146.0317277184886,134.85329571685048,135.98997549565604,123.67082961641391,136.9997098084736,135.69845633326284,142.70613823102948,132.00969864911673,134.11565739225313,136.57050592034446,143.99874476987446,126.75615858352579,127.64767801857585,130.765748502994,125.39167767503302,133.15424610051994
04:40,127.76067687348912,130.8654284783317,158.6343429408891,132.44159544159544,146.11092715231788,133.56048856145793,165.94572420321867,150.5826824670078,143.59069420253795,152.57300115874855,141.27966822628667,197.08412377546261,153.5155335434489,123.89879294336119,122.44876819708847,137.12833078101073,134.20413080895008,153.55154900964956,137.5159903251814,133.5237825594564,146.0,137.3467162329616,144.05629506378258,145.55969730941703,135.79350051177073,136.67049977885893,123.38272345530893,138.07151406343507,136.07120946538126,143.52266009852218,133.14236470182695,132.1307248467364,135.58811040339702,142.63986280487805,126.78270291568164,128.01743938749468,130.39413988657844,125.43863711544823,132.75433015199718
